Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay in Minutes,Arrival Delay in Minutes,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling,Satisfaction Rating
Female,51,Returning,Personal,Economy,404,0,0,4,2,4,5,5,4,5,2,3,5,4,2,4,2,Satisfied
Female,46,Returning,Personal,Economy,431,0,0,5,5,4,5,3,3,4,5,4,3,3,2,3,3,Satisfied
Male,69,Returning,Personal,Economy,431,0,0,4,1,3,1,1,3,4,3,4,4,5,1,4,5,Neutral
Male,69,Returning,Personal,Economy,431,0,0,5,2,4,2,2,4,1,3,1,1,4,2,1,5,Neutral
Male,48,Returning,Personal,Economy,431,0,0,4,2,3,2,1,5,2,3,5,5,4,2,5,4,Neutral
Male,26,First-time,Business,Business,404,0,0,4,1,5,1,3,5,3,5,3,3,4,1,3,5,Neutral
Female,46,Returning,Business,Business,2348,0,6,3,2,4,4,3,5,4,5,4,2,5,3,5,5,Satisfied
Female,50,Returning,Personal,Economy Plus,431,0,15,5,4,4,4,3,2,4,4,5,2,2,4,2,2,Neutral
Female,33,Returning,Business,Economy Plus,404,0,0,4,4,2,4,4,3,4,4,4,4,4,4,4,3,Satisfied
Male,21,First-time,Business,Business,501,0,0,1,4,3,4,2,4,1,4,1,1,5,4,1,5,Neutral
Female,47,Returning,Business,Business,3745,0,0,1,1,3,4,1,4,5,4,3,4,4,1,4,4,Neutral
Male,49,Returning,Business,Business,501,18,45,3,3,5,4,3,5,5,5,4,5,5,3,5,5,Satisfied
Male,59,Returning,Business,Business,501,18,33,4,4,3,5,4,2,5,2,4,3,2,4,2,2,Neutral
Female,40,First-time,Business,Business,588,0,0,2,2,2,2,4,2,5,2,5,5,3,2,5,4,Neutral
Male,59,Returning,Business,Business,588,33,83,5,5,3,5,5,4,4,4,3,3,4,5,4,4,Satisfied
Male,50,Returning,Business,Business,2203,0,0,5,3,3,4,3,5,4,5,3,2,5,3,5,5,Satisfied
Male,52,Returning,Business,Business,3627,0,8,5,5,3,2,5,2,3,2,4,4,2,2,2,2,Neutral
Female,63,Returning,Business,Economy,501,32,20,4,4,3,3,4,2,3,1,3,1,2,1,2,2,Neutral
Female,41,Returning,Business,Business,3020,0,0,5,4,4,4,5,5,5,5,4,3,5,5,5,5,Very Satisfied
Male,50,Returning,Business,Economy,588,0,0,4,3,1,1,4,3,1,5,1,1,3,1,1,3,Dissatisfied
Female,48,Returning,Business,Business,2668,33,39,4,4,2,4,4,2,4,2,1,4,2,4,2,4,Neutral
Female,44,Returning,Personal,Economy,501,147,187,5,4,3,4,3,5,3,4,3,4,3,4,4,4,Satisfied
Female,12,Returning,Personal,Economy,588,85,93,5,5,4,5,3,3,1,3,1,1,5,5,1,5,Neutral
Male,69,Returning,Personal,Economy,588,5,0,3,3,2,3,3,4,4,2,4,4,4,3,4,3,Neutral
Male,51,Returning,Personal,Economy,501,0,0,5,3,3,3,4,3,2,2,5,5,5,3,5,5,Satisfied
Male,54,Returning,Personal,Economy,588,45,101,2,3,1,3,3,2,4,3,4,4,3,3,4,4,Neutral
Male,45,Returning,Personal,Economy,501,116,86,3,1,5,1,4,3,4,3,4,4,5,1,4,3,Neutral
Male,60,Returning,Personal,Economy,501,0,0,5,2,4,2,5,3,3,2,3,3,4,2,3,4,Neutral
Female,21,First-time,Personal,Economy,501,0,0,5,3,5,3,3,5,1,2,1,1,4,3,1,5,Neutral
Female,23,Returning,Personal,Economy,588,0,0,4,2,1,2,3,4,2,4,2,2,4,3,2,3,Neutral
Male,14,Returning,Personal,Economy,501,0,12,4,2,4,2,1,5,4,5,4,4,4,2,4,5,Satisfied
Female,15,Returning,Personal,Economy,588,0,42,4,1,4,1,1,3,4,3,4,4,4,1,4,5,Neutral
Male,31,Returning,Personal,Economy,588,0,0,4,3,4,3,1,3,5,5,5,5,5,3,5,5,Satisfied
Female,61,Returning,Personal,Economy,501,8,66,4,2,3,4,1,3,4,2,5,4,3,4,3,2,Neutral
Male,38,Returning,Personal,Economy,501,0,0,5,2,3,2,1,3,3,5,3,3,4,2,3,4,Neutral
Female,50,Returning,Business,Business,2716,0,0,5,5,4,5,5,4,5,4,5,5,4,5,4,4,Very Satisfied
Female,33,First-time,Business,Economy Plus,588,0,14,2,2,1,2,3,1,2,4,2,2,3,2,2,4,Dissatisfied
Female,51,Returning,Business,Economy Plus,501,0,0,1,5,3,4,5,2,3,3,2,3,2,3,2,2,Neutral
Female,41,Returning,Personal,Economy Plus,501,0,0,3,2,4,4,4,5,2,2,4,5,5,2,5,5,Satisfied
Female,28,Returning,Business,Business,685,4,15,4,2,5,4,4,3,4,2,4,4,5,4,4,5,Satisfied
Female,28,Returning,Business,Business,2064,0,0,4,4,5,4,4,4,4,3,4,4,5,4,4,5,Satisfied
Female,43,Returning,Business,Business,685,0,0,3,3,5,5,3,3,5,3,3,2,3,3,3,3,Neutral
Male,60,Returning,Business,Business,624,0,0,3,3,2,4,3,1,4,1,3,4,1,1,1,1,Dissatisfied
Male,38,Returning,Business,Business,3777,0,0,3,2,4,4,3,3,3,3,4,4,3,3,3,3,Neutral
Female,60,Returning,Business,Business,3215,0,0,1,5,4,5,5,4,4,4,5,2,4,5,4,4,Satisfied
Female,50,Returning,Business,Business,2727,11,41,5,5,3,3,5,3,4,3,4,1,3,3,3,3,Neutral
Male,15,Returning,Personal,Business,624,8,0,5,1,4,1,2,5,1,3,1,1,5,1,1,5,Neutral
Male,28,Returning,Personal,Business,685,0,0,4,4,3,4,1,4,5,2,5,5,4,3,5,5,Satisfied
Female,53,Returning,Business,Business,624,44,142,4,4,4,4,4,5,4,5,4,4,3,4,5,5,Satisfied
Male,60,Returning,Business,Business,685,75,68,4,4,3,5,4,4,4,4,4,2,4,4,4,4,Satisfied
Female,54,Returning,Business,Business,685,2,0,2,5,4,4,2,4,4,4,5,3,4,2,4,4,Satisfied
Female,28,Returning,Business,Business,2499,87,89,5,5,3,4,5,5,4,4,4,4,5,5,4,5,Satisfied
Male,41,Returning,Business,Business,2358,14,0,3,3,3,5,3,4,5,4,5,5,4,3,4,4,Satisfied
Male,55,Returning,Business,Business,1878,0,0,5,5,4,4,5,4,5,5,4,2,4,5,4,4,Satisfied
Male,48,Returning,Business,Business,685,0,26,2,2,5,5,2,5,4,5,3,4,5,2,5,5,Satisfied
Male,30,Returning,Business,Business,3263,23,23,1,1,3,4,1,3,3,2,3,3,5,1,3,5,Neutral
Female,57,Returning,Business,Business,3208,0,0,2,2,5,5,2,4,4,4,3,2,4,2,4,4,Neutral
Female,57,Returning,Business,Business,685,0,0,2,2,4,4,2,4,5,4,4,5,4,2,4,4,Satisfied
Female,52,Returning,Business,Business,3746,13,31,1,1,4,5,1,4,5,4,5,4,4,1,4,4,Neutral
Male,9,First-time,Business,Economy,685,0,0,1,1,4,1,1,5,3,4,3,3,4,2,3,4,Neutral
Male,42,Returning,Business,Business,3682,116,128,5,5,5,5,5,4,5,4,4,5,4,5,4,4,Very Satisfied
Male,61,Returning,Business,Business,2002,0,0,4,4,3,4,4,3,5,3,5,4,3,4,3,3,Satisfied
Male,33,Returning,Business,Business,3781,12,0,5,2,3,4,5,3,4,4,4,4,4,5,4,5,Satisfied
Female,55,Returning,Business,Business,3496,5,0,5,3,3,4,5,4,4,4,5,5,4,5,4,4,Satisfied
Female,47,Returning,Business,Business,2196,26,27,2,2,2,3,2,3,4,3,2,1,3,3,3,3,Neutral
Male,54,Returning,Business,Business,3888,0,0,4,4,3,4,4,4,5,4,4,4,4,4,4,4,Satisfied
Male,39,Returning,Business,Business,2565,0,0,1,2,5,4,2,4,4,4,3,5,4,2,4,4,Neutral
Female,28,Returning,Business,Economy,685,0,0,2,2,3,2,2,3,2,4,2,2,4,2,2,3,Neutral
Female,51,Returning,Business,Business,3346,6,2,3,3,3,5,3,5,2,5,3,4,5,3,5,5,Satisfied
Male,36,First-time,Business,Business,285,9,0,3,3,2,3,5,5,1,5,1,1,1,3,1,4,Neutral
Male,36,Returning,Business,Business,3595,0,0,4,4,1,3,4,3,4,3,2,1,3,3,3,3,Neutral
Female,51,Returning,Personal,Economy,685,0,0,3,3,1,2,3,5,3,3,1,4,5,3,5,5,Neutral
Female,18,Returning,Personal,Economy,624,10,5,2,1,3,1,3,2,3,1,5,5,2,1,5,3,Neutral
Female,10,Returning,Personal,Economy,624,118,115,3,3,5,3,2,4,4,4,4,4,4,3,4,3,Satisfied
Male,60,Returning,Personal,Economy,624,175,180,3,4,4,4,1,2,4,5,4,4,5,4,1,2,Neutral
Female,70,Returning,Personal,Economy,624,0,0,5,2,3,1,5,2,3,2,2,2,2,2,2,4,Neutral
Male,17,Returning,Personal,Economy,624,31,30,3,2,2,2,1,2,1,4,1,1,1,2,1,1,Dissatisfied
Female,36,Returning,Personal,Economy,624,0,0,5,4,5,4,3,5,1,2,1,1,4,4,1,1,Neutral
Female,44,Returning,Personal,Economy,685,18,23,5,3,5,4,4,2,5,3,3,3,2,3,2,4,Neutral
Male,43,Returning,Personal,Economy,624,0,0,1,4,2,4,3,1,2,1,5,5,3,3,5,3,Neutral
Male,59,Returning,Business,Business,1919,34,33,3,3,5,5,3,2,5,2,5,2,2,3,2,2,Neutral
Female,27,Returning,Business,Business,2042,31,18,1,1,3,4,1,4,4,5,4,4,4,1,4,4,Neutral
Female,41,Returning,Business,Business,2108,94,92,4,4,4,5,4,4,4,4,3,3,4,4,4,4,Satisfied
Female,55,Returning,Business,Business,2040,0,0,3,2,3,4,3,5,5,5,3,4,5,3,5,5,Satisfied
Female,43,Returning,Business,Business,2341,0,17,2,2,4,4,2,4,4,4,4,5,4,2,4,4,Satisfied
Female,29,Returning,Business,Economy Plus,685,27,18,4,4,2,1,4,4,1,2,1,1,4,1,1,3,Dissatisfied
Female,35,Returning,Personal,Economy Plus,685,0,10,3,3,2,3,4,3,4,4,5,5,3,3,5,3,Satisfied
Female,28,First-time,Business,Business,436,0,0,5,5,3,5,5,3,1,2,1,1,5,5,1,4,Neutral
Male,60,Returning,Business,Business,2667,0,0,1,1,4,4,1,4,5,4,3,4,4,1,4,4,Neutral
Female,49,Returning,Business,Business,3804,42,32,3,3,4,4,3,5,4,4,4,5,5,3,5,5,Satisfied
Female,26,First-time,Business,Business,196,17,4,0,3,5,3,3,3,5,3,5,5,4,4,5,5,Satisfied
Male,32,First-time,Business,Business,196,0,3,2,2,5,2,1,4,1,5,1,1,4,2,1,5,Neutral
Female,24,First-time,Business,Business,299,0,0,0,4,4,4,4,3,2,5,2,2,5,4,2,4,Neutral
Male,51,Returning,Business,Business,2337,0,0,2,2,1,3,2,3,4,2,3,5,3,4,3,4,Neutral
Female,23,First-time,Business,Business,436,71,52,1,2,1,2,4,1,5,3,5,5,4,2,5,3,Neutral
Male,46,Returning,Business,Business,2564,0,0,5,5,2,3,5,1,2,1,2,2,1,1,1,1,Dissatisfied
Male,50,Returning,Personal,Business,299,0,0,5,1,3,5,3,5,4,1,3,3,5,1,5,5,Satisfied
Female,15,Returning,Personal,Business,299,18,14,4,1,5,1,1,4,5,2,5,5,5,1,5,5,Satisfied
Male,57,Returning,Personal,Business,147,14,7,5,3,2,5,5,2,4,3,1,4,2,3,2,2,Neutral
Male,49,Returning,Personal,Business,299,0,7,3,3,2,3,3,3,3,3,4,1,3,3,3,3,Neutral
Female,47,Returning,Personal,Business,196,0,0,3,2,3,4,4,1,4,2,3,2,1,2,1,1,Dissatisfied
Male,42,Returning,Business,Business,234,0,2,4,3,5,5,3,4,5,4,4,2,4,3,4,4,Satisfied
Female,48,Returning,Business,Business,196,0,0,4,4,3,5,4,5,4,5,4,2,5,4,5,4,Satisfied
Female,40,Returning,Business,Business,3519,0,0,5,5,4,4,5,4,5,4,3,3,4,5,4,4,Satisfied
Male,27,First-time,Business,Business,436,57,54,4,4,3,4,5,5,2,5,2,2,4,4,2,4,Satisfied
Female,53,Returning,Business,Business,436,0,0,4,4,4,5,4,5,4,5,4,4,5,4,5,5,Satisfied
Male,20,First-time,Business,Business,436,0,0,0,5,5,5,3,3,2,3,2,2,5,4,2,5,Neutral
Male,45,Returning,Business,Business,147,126,119,4,5,4,5,5,4,5,4,3,3,4,5,4,5,Satisfied
Female,48,Returning,Business,Business,2073,19,26,2,3,3,5,2,4,5,4,5,2,4,2,4,4,Satisfied
Male,25,Returning,Business,Business,299,0,0,3,3,4,4,3,3,4,1,4,4,3,4,4,3,Neutral
Female,50,Returning,Business,Business,2215,25,12,2,2,3,4,2,5,4,5,3,3,5,2,5,5,Satisfied
Male,55,Returning,Business,Business,299,11,8,4,4,4,5,4,4,5,4,4,4,4,4,4,4,Satisfied
Male,55,Returning,Business,Business,1802,0,0,1,5,3,5,1,5,5,5,5,5,5,1,5,4,Satisfied
Male,53,Returning,Business,Business,2072,9,15,5,5,4,4,5,3,4,4,4,4,3,5,3,3,Satisfied
Female,60,Returning,Business,Business,3875,30,94,2,2,4,5,2,5,5,5,4,5,5,2,5,5,Satisfied
Female,57,Returning,Business,Business,299,0,0,1,1,5,5,1,5,5,4,4,4,5,1,5,5,Satisfied
Male,24,First-time,Business,Economy,436,0,0,0,5,4,5,2,5,5,4,5,5,5,5,5,5,Satisfied
Male,62,Returning,Business,Business,196,0,0,1,1,4,4,1,4,5,4,3,3,4,1,4,4,Neutral
Male,47,First-time,Business,Economy,436,16,22,3,3,1,3,3,3,4,4,4,4,4,3,4,3,Neutral
Female,55,Returning,Business,Business,2053,0,0,4,4,3,4,4,4,5,4,3,5,4,4,4,5,Satisfied
Male,22,First-time,Business,Economy,299,2,16,0,3,4,3,3,5,1,4,1,1,4,3,1,4,Neutral
Male,52,Returning,Business,Business,3247,0,0,1,1,3,4,1,5,4,5,5,5,5,1,5,4,Satisfied
Male,45,Returning,Business,Economy,234,0,1,5,5,4,3,5,2,3,2,3,3,3,3,3,4,Neutral
Male,39,Returning,Business,Business,299,15,7,3,3,4,5,3,5,5,5,5,2,5,3,5,5,Satisfied
Male,46,Returning,Business,Business,436,0,0,1,1,3,5,1,5,4,5,5,3,5,1,5,5,Satisfied
Female,27,First-time,Business,Business,147,0,0,2,2,5,2,1,3,2,4,2,2,5,2,2,5,Neutral
Male,35,Returning,Business,Business,3190,26,26,2,2,2,3,2,2,4,2,2,5,2,2,2,2,Dissatisfied
Female,35,Returning,Business,Business,3805,0,0,3,3,4,5,3,3,5,4,3,4,3,3,3,4,Satisfied
Male,38,First-time,Business,Business,299,0,0,4,4,5,4,1,5,3,5,3,3,4,4,3,4,Satisfied
Male,54,Returning,Business,Business,3558,0,0,5,5,3,4,5,2,3,2,1,3,2,2,2,2,Neutral
Male,56,First-time,Business,Business,147,94,93,3,3,3,3,2,4,4,3,4,4,5,3,4,4,Satisfied
Male,36,First-time,Business,Business,436,0,0,3,3,3,3,3,4,5,5,5,5,4,3,5,5,Satisfied
Female,18,Returning,Business,Business,1905,315,347,4,4,3,3,4,2,3,3,3,3,2,3,3,4,Neutral
Male,39,First-time,Business,Economy,196,42,31,2,3,3,3,3,3,2,5,2,2,3,3,2,3,Neutral
Male,57,Returning,Business,Economy,196,0,0,2,2,3,3,2,4,3,2,3,3,4,3,3,4,Neutral
Male,48,Returning,Business,Business,2511,0,0,1,1,5,5,1,5,4,5,5,5,5,1,5,5,Satisfied
Female,41,Returning,Business,Economy,196,6,11,1,1,3,3,1,3,3,5,3,3,4,3,3,3,Neutral
Female,41,Returning,Business,Business,299,23,9,2,2,3,2,2,1,2,1,1,2,1,1,1,1,Dissatisfied
Male,36,Returning,Business,Business,3700,108,140,4,4,3,3,4,3,3,4,3,3,3,3,4,3,Neutral
Female,35,Returning,Business,Business,3991,7,11,5,5,2,3,5,3,3,3,1,3,3,3,3,3,Neutral
Male,35,Returning,Business,Economy,196,0,0,1,1,3,1,1,2,1,2,1,1,3,1,1,3,Dissatisfied
Male,51,Returning,Business,Economy,234,0,15,5,2,2,1,5,1,1,1,1,1,3,1,1,3,Dissatisfied
Female,44,First-time,Business,Economy,299,0,55,0,4,2,4,5,1,1,1,1,1,4,4,1,3,Dissatisfied
Female,36,Returning,Business,Economy,234,56,100,3,1,1,4,3,2,4,5,4,4,4,4,4,4,Neutral
Male,37,Returning,Business,Business,3863,0,0,3,3,3,3,3,4,4,4,2,3,4,4,4,4,Neutral
Male,36,First-time,Business,Economy,196,3,28,4,4,4,4,4,3,3,3,3,3,4,4,3,4,Satisfied
Female,39,First-time,Business,Economy,299,0,0,3,3,3,3,3,2,2,1,2,2,4,3,2,4,Neutral
Female,45,Returning,Business,Business,3178,0,0,3,3,1,3,3,3,4,4,5,5,3,3,3,3,Neutral
Male,51,Returning,Business,Economy,234,0,0,2,2,2,2,2,1,2,5,2,2,4,2,2,1,Dissatisfied
Female,12,Returning,Personal,Economy,196,0,0,5,4,4,4,1,3,1,4,1,1,4,4,1,5,Neutral
Female,69,Returning,Personal,Economy,196,0,3,1,5,4,1,2,3,2,5,1,1,3,5,3,3,Neutral
Female,47,Returning,Personal,Economy,147,0,8,4,2,3,5,1,4,5,2,3,5,4,2,4,5,Satisfied
Male,39,Returning,Personal,Economy,299,55,42,4,1,5,1,4,5,2,2,5,5,5,1,5,5,Satisfied
Female,52,Returning,Personal,Economy,299,8,10,5,3,5,4,5,1,5,3,5,3,1,3,1,1,Neutral
Male,28,Returning,Personal,Economy,436,7,0,5,4,3,4,3,5,1,3,1,1,5,4,1,5,Neutral
Female,59,Returning,Personal,Economy,196,37,34,3,1,3,3,3,4,3,1,4,2,4,1,4,4,Neutral
Female,33,Returning,Personal,Economy,147,0,5,4,1,5,1,5,1,2,5,2,2,3,1,2,3,Neutral
Male,33,Returning,Personal,Economy,196,7,17,3,1,1,1,1,3,4,3,4,4,1,1,4,4,Neutral
Female,43,Returning,Personal,Economy,196,253,245,4,3,5,5,1,3,5,5,5,3,5,3,4,5,Satisfied
Male,62,Returning,Personal,Economy,436,0,0,4,1,5,1,1,2,5,4,5,5,3,1,5,5,Neutral
Female,47,Returning,Personal,Economy,299,82,75,5,3,5,4,4,3,4,3,3,4,3,3,3,3,Satisfied
Female,65,Returning,Personal,Economy,299,22,28,4,5,5,5,4,5,4,5,4,2,5,3,5,2,Satisfied
Female,66,Returning,Personal,Economy,436,0,0,5,3,5,4,3,5,5,3,3,3,5,3,5,5,Satisfied
Female,58,Returning,Personal,Economy,299,32,40,4,1,3,5,3,3,4,1,5,4,3,1,3,3,Neutral
Female,42,Returning,Personal,Economy,234,0,0,4,2,5,4,3,5,4,2,3,2,5,2,5,5,Satisfied
Male,40,Returning,Personal,Economy,299,0,0,5,1,4,1,4,3,3,2,3,3,4,1,3,5,Neutral
Female,67,Returning,Personal,Economy,299,0,0,5,3,4,5,3,1,4,3,5,4,1,3,1,1,Neutral
Female,22,First-time,Business,Economy,299,6,3,3,4,5,4,3,3,5,3,5,5,4,4,5,4,Satisfied
Female,36,Returning,Business,Business,2956,0,30,3,3,5,4,3,5,5,5,3,3,5,3,5,5,Satisfied
Female,31,Returning,Business,Economy Plus,234,0,0,1,1,1,2,1,4,2,2,2,2,4,2,2,3,Dissatisfied
Female,74,Returning,Business,Economy Plus,299,115,138,1,1,3,3,1,3,3,1,3,4,4,4,1,2,Dissatisfied
Female,36,Returning,Business,Economy Plus,299,0,13,3,3,1,1,3,3,1,1,1,1,3,1,1,3,Dissatisfied
Female,24,Returning,Personal,Economy Plus,196,46,44,2,4,1,4,4,1,1,5,1,1,4,4,1,4,Neutral
Female,28,Returning,Personal,Economy Plus,299,0,0,2,3,4,3,2,3,4,3,4,4,2,3,4,1,Neutral
Male,31,Returning,Personal,Economy Plus,196,0,13,5,2,1,2,3,5,2,2,2,2,4,2,2,3,Neutral
Male,51,Returning,Personal,Economy Plus,299,0,0,4,2,5,2,3,3,2,5,2,2,4,2,2,4,Neutral
Male,23,Returning,Personal,Economy Plus,234,1,20,5,4,1,4,3,5,1,3,1,1,2,4,1,3,Neutral
Female,17,Returning,Personal,Economy Plus,196,0,0,4,1,3,1,1,4,3,2,3,3,5,1,3,5,Neutral
Female,28,Returning,Personal,Economy Plus,299,0,0,4,4,3,4,4,4,2,3,2,2,4,4,2,4,Neutral
Female,42,Returning,Personal,Economy Plus,234,0,12,1,1,1,4,3,3,4,1,2,2,3,1,3,3,Dissatisfied
Female,58,Returning,Personal,Economy Plus,436,0,5,4,1,5,5,4,2,4,1,5,4,2,1,2,2,Neutral
Male,48,Returning,Personal,Economy Plus,234,0,0,4,3,5,3,1,3,3,3,5,5,5,3,5,4,Satisfied
Male,45,First-time,Business,Business,642,5,15,1,1,3,1,1,3,5,4,5,5,5,1,5,5,Neutral
Male,26,Returning,Business,Business,2283,0,0,3,3,3,4,3,5,5,4,5,5,5,3,5,4,Satisfied
Female,27,First-time,Business,Business,859,0,0,4,4,3,4,2,5,4,3,4,4,4,4,4,4,Satisfied
Female,48,Returning,Business,Business,2393,0,0,5,4,5,5,4,2,5,2,4,4,2,4,2,2,Satisfied
Male,45,Returning,Business,Business,642,0,6,2,2,4,5,2,4,5,4,5,5,4,2,4,4,Satisfied
Male,41,Returning,Business,Business,3273,0,1,2,2,4,4,2,2,3,2,3,2,2,2,2,2,Dissatisfied
Female,51,Returning,Business,Business,1524,0,0,4,4,4,4,4,4,4,4,5,2,4,4,4,4,Satisfied
Female,46,First-time,Business,Business,859,0,0,4,4,5,4,2,5,1,5,1,1,5,4,1,4,Neutral
Male,25,First-time,Business,Business,859,0,1,0,2,4,2,3,4,4,2,4,4,5,2,4,5,Neutral
Female,27,First-time,Business,Business,642,0,17,4,4,3,4,2,3,2,3,3,3,5,4,3,4,Neutral
Female,39,Returning,Business,Business,859,77,66,3,3,4,4,3,3,3,3,4,1,3,3,3,3,Neutral
Male,58,Returning,Business,Business,2820,14,6,4,5,4,2,4,3,3,3,4,1,3,3,3,3,Neutral
Male,32,Returning,Business,Business,2306,0,0,4,4,5,2,4,5,2,4,2,2,5,4,2,4,Satisfied
Female,48,Returning,Business,Business,2569,4,0,2,2,1,4,2,1,4,1,4,1,1,1,1,1,Dissatisfied
Male,48,First-time,Business,Business,859,0,20,1,1,5,1,2,4,4,5,4,4,4,1,4,5,Neutral
Female,32,Returning,Business,Business,642,0,0,3,3,3,1,3,4,1,1,1,1,3,1,1,3,Dissatisfied
Female,54,Returning,Business,Business,3743,51,36,5,2,4,3,5,3,3,3,2,2,3,3,3,3,Neutral
Female,30,Returning,Business,Business,642,0,0,2,3,3,3,2,1,3,4,3,3,3,3,3,3,Neutral
Male,61,Returning,Business,Business,3992,0,0,3,3,2,4,3,3,3,3,2,2,3,3,3,3,Neutral
Female,45,Returning,Business,Business,459,0,0,2,2,4,3,2,1,3,1,3,5,1,1,1,1,Dissatisfied
Male,65,Returning,Personal,Economy,859,2,0,5,5,1,5,4,5,2,4,2,2,3,5,2,2,Neutral
Female,15,Returning,Personal,Economy,642,0,11,4,2,5,2,2,4,5,5,5,5,5,2,5,4,Satisfied
Male,18,Returning,Personal,Economy,642,0,2,5,3,3,3,1,4,1,3,4,4,5,3,4,4,Neutral
Male,42,Returning,Personal,Economy,859,15,0,4,1,3,1,4,1,4,3,3,3,4,1,3,3,Neutral
Female,24,Returning,Personal,Economy,859,37,52,5,3,3,3,5,3,2,5,2,2,4,3,2,4,Neutral
Male,55,Returning,Personal,Economy,859,2,24,2,2,2,2,3,4,2,4,2,2,4,2,2,3,Neutral
Female,8,Returning,Personal,Economy,642,0,2,4,3,5,3,2,3,2,2,2,2,5,3,2,4,Neutral
Male,51,Returning,Personal,Economy,642,0,0,5,1,4,1,1,4,2,4,2,2,4,1,2,5,Neutral
Female,55,Returning,Business,Business,1997,0,0,1,1,4,5,1,2,4,2,4,4,2,1,2,2,Neutral
Male,33,Returning,Business,Business,3741,0,0,3,3,2,2,3,2,2,3,2,2,2,2,2,2,Dissatisfied
Female,31,Returning,Business,Business,665,4,0,2,2,1,2,2,4,2,2,2,2,4,2,2,3,Dissatisfied
Female,18,First-time,Business,Economy,665,0,0,3,3,3,3,4,2,4,5,4,4,4,3,4,4,Satisfied
Female,44,Returning,Personal,Economy,665,0,0,2,5,3,2,1,3,1,5,3,2,3,5,3,3,Neutral
Male,28,Returning,Personal,Economy,665,17,0,5,4,1,4,3,2,5,2,5,5,3,4,5,2,Satisfied
Male,38,Returning,Personal,Economy,665,0,0,4,3,2,3,4,1,5,3,5,5,4,3,5,5,Satisfied
Male,53,Returning,Business,Business,1985,0,0,3,3,5,4,3,3,5,3,4,3,3,3,3,3,Neutral
Male,57,Returning,Business,Business,2377,16,35,5,5,3,4,5,5,5,5,4,2,5,5,5,5,Very Satisfied
Female,48,Returning,Business,Business,273,0,52,1,1,5,4,1,5,5,5,4,5,5,1,5,5,Satisfied
Female,45,Returning,Business,Business,273,0,0,4,4,4,5,4,5,4,5,3,4,5,4,5,5,Satisfied
Male,10,Returning,Personal,Business,157,3,96,4,4,3,4,5,4,1,2,1,1,5,4,1,5,Neutral
Female,69,Returning,Personal,Business,177,0,23,3,4,4,4,3,1,4,4,4,4,1,4,1,1,Neutral
Male,51,Returning,Business,Business,3790,9,11,4,4,5,4,4,4,4,4,3,5,4,4,4,4,Satisfied
Female,47,Returning,Business,Business,3169,2,3,4,4,4,5,4,4,5,4,3,4,4,4,4,5,Satisfied
Male,44,Returning,Business,Business,1685,0,0,1,1,3,4,1,5,5,5,4,3,5,1,5,4,Neutral
Male,26,First-time,Business,Business,157,96,117,0,5,3,5,3,5,4,4,4,4,4,5,4,5,Satisfied
Male,59,Returning,Business,Business,273,17,47,3,2,3,4,3,5,5,5,3,4,5,3,5,5,Satisfied
Female,54,Returning,Business,Business,3115,4,28,4,4,3,4,4,4,5,4,3,3,4,4,4,5,Satisfied
Male,38,First-time,Business,Business,273,0,0,4,4,5,4,3,3,5,5,5,5,4,4,5,4,Satisfied
Male,59,Returning,Business,Business,1993,0,0,4,4,4,5,4,5,4,5,5,4,5,4,5,4,Satisfied
Female,55,Returning,Business,Business,3482,135,167,4,4,4,5,4,2,4,5,4,4,4,4,5,5,Satisfied
Female,56,Returning,Business,Business,177,0,0,4,4,4,5,4,5,4,5,4,3,5,4,5,5,Satisfied
Female,36,First-time,Business,Business,273,0,0,1,1,4,1,4,5,5,5,5,5,4,2,5,4,Satisfied
Female,54,Returning,Business,Business,157,0,0,1,1,4,5,1,4,5,4,3,4,4,1,4,5,Neutral
Female,43,Returning,Business,Business,1726,1,6,4,4,4,5,4,4,4,4,3,2,4,4,4,4,Satisfied
Male,59,First-time,Business,Business,273,0,6,2,2,5,2,1,5,1,4,1,1,4,2,1,5,Neutral
Female,38,First-time,Business,Economy,177,118,138,2,3,3,3,4,1,3,4,3,3,3,3,1,4,Neutral
Female,55,Returning,Business,Business,3640,0,0,4,4,5,5,4,4,4,4,4,4,4,4,4,4,Satisfied
Female,31,Returning,Business,Economy,177,0,8,2,2,3,1,2,4,1,2,1,1,2,1,1,2,Dissatisfied
Female,61,Returning,Business,Business,2300,0,11,1,1,4,2,1,3,2,3,1,3,3,2,3,2,Dissatisfied
Male,32,First-time,Business,Business,157,0,0,3,3,3,3,3,5,2,2,2,2,4,3,2,4,Neutral
Male,79,Returning,Business,Business,177,330,348,5,4,3,1,5,4,3,4,3,3,4,1,3,4,Neutral
Female,34,Returning,Business,Business,157,0,0,4,4,2,3,4,1,4,1,3,1,1,4,1,4,Neutral
Male,35,Returning,Business,Economy,157,0,0,3,3,3,2,3,2,2,5,2,2,4,2,2,2,Neutral
Female,26,First-time,Business,Economy,157,165,184,3,3,4,4,4,3,4,3,4,3,3,3,3,4,Neutral
